,Year,County,Females (Age 0-11),Females (Age 12-17),Females (Age 18-39),Females (Age >40),Total Female,Males (Age 0-11),Males (Age 12-17),Males (Age 18-39),Males (Age >40),Total Male,SRS_AG_ASSLT,SRS_ARSON,SRS_BURGLARY,SRS_MURDER,SRS_MVT,SRS_RAPE,SRS_ROBBERY,SRS_THEFT,SRS_TOTAL,NIB_ARSON,NIB_ASSAULT,NIB_BRIBERY,NIB_BURGLARY,NIB_DESTPROP,NIB_DRUGVIOL,NIB_EXTORTION,NIB_FORGERY,NIB_FSEX,NIB_GAMBVIOL,NIB_HTRFFCKNG,NIB_KIDNAP,NIB_MNSLGHTR,NIB_MURDER,NIB_NFSEX,NIB_PORN,NIB_PROPTOT,NIB_PROST,NIB_PRSNTOT,NIB_ROBBERY,NIB_SCTYTOT,NIB_THEFT,NIB_TOTAL,NIB_VIOLNCO,NIB_WEAPVIOL,ARR_AG_ASSLT,ARR_ARSON,ARR_BURGLARY,ARR_DRUG_CR,ARR_MURDER,ARR_MVT,ARR_OTHCRIME,ARR_RAPE,ARR_ROBBERY,ARR_THEFT,ARR_TOTAL,ARN_ARSON,ARN_ASSAULT,ARN_BRIBERY,ARN_BURGLARY,ARN_DESTPROP,ARN_DRUGVIOL,ARN_EXTORTION,ARN_FORGERY,ARN_FSEX,ARN_GAMBVIOL,ARN_GROUP_B,ARN_HTRFFCKNG,ARN_KIDNAP,ARN_MNSLGHTR,ARN_MURDER,ARN_NFSEX,ARN_PORN,ARN_PROST,ARN_ROBBERY,ARN_THEFT,ARN_TOTAL,ARN_VIOLNCO,ARN_WEAPVIOL,SCF_ASSAULT,SCF_DRUG_CR,SCF_HOMICIDE,SCF_MVT,SCF_OTHFELON,SCF_PROPCR,SCF_ROBBERY,SCF_SEXCR,SCF_TOTAL,JDP_OTHRADP,JDP_POST_ADP,JDP_PRE_ADP,JDP_CAPACITY,JDP_TOTALADP,JST_ASSAULT,JST_BURGLARY,JST_DRUG_CR,JST_MNSLGHTR,JST_MURDER,JST_OTHCRIME,JST_OTHPROPCR,JST_ROBBERY,JST_SEXCR,JST_TOTAL,JST_UNKNOWN,AJS_ASSAULT,AJS_AVG_SENT,AJS_BURGLARY,AJS_DRUG_CR,AJS_MNSLGHTR,AJS_MURDER,AJS_OTHCRIME,AJS_OTHPROPCR,AJS_ROBBERY,AJS_SEXCR,AJS_UNKNOWN,PDP_NEW_ADM,PDP_OTHER,PDP_PAROLE_V,PDP_READM,PDP_TOTAL,PST_ASSAULT,PST_BURGLARY,PST_DRUG_CR,PST_MNSLGHTR,PST_MURDER,PST_OTHCRIME,PST_OTHPROPCR,PST_ROBBERY,PST_SEXCR,PST_TOTAL,PST_UNKNOWN,APS_ASSAULT,APS_AVG_SENT,APS_BURGLARY,APS_DRUG_CR,APS_MNSLGHTR,APS_MURDER,APS_OTHCRIME,APS_OTHPROPCR,APS_ROBBERY,APS_SEXCR,APS_UNKNOWN,JRR_AG_ASSLT,JRR_ARSON,JRR_BURGLARY,JRR_DRUG_CR,JRR_MURDER,JRR_MVT,JRR_OTHFELCRIME,JRR_RAPE,JRR_ROBBERY,JRR_THEFT,JRR_TOTAL,JRN_ARSON,JRN_ASSAULT,JRN_BURGLARY,JRN_DESTPROP,JRN_DRUGVIOL,JRN_EXTORTION,JRN_FORGERY,JRN_FSEX,JRN_GROUP_B,JRN_KIDNAP,JRN_MNSLGHTR,JRN_MURDER,JRN_NFSEX,JRN_PORN,JRN_PROST,JRN_ROBBERY,JRN_THEFT,JRN_TOTAL,JRN_VIOLNCO,JRN_WEAPVIOL,JAD_DOC_ADM,JAD_NEW_ADM,JAD_READM,JAD_PAROLE_R,JAD_TOTAL,JUV_ASSAULT,JUV_BURGLARY,JUV_DRUG_CR,JUV_G_MSDMNR,JUV_MNSLGHTR,JUV_MSDMNR,JUV_MURDER,JUV_OTHFELCRIME,JUV_OTHPROPCR,JUV_ROBBERY,JUV_SEXCR,JUV_TOTAL,MIN_ASSAULT,MIN_AVG_MIN_DISP,MIN_BURGLARY,MIN_DRUG_CR,MIN_G_MSDMNR,MIN_MNSLGHTR,MIN_MSDMNR,MIN_MURDER,MIN_OTHFELCRIME,MIN_OTHPROPCR,MIN_ROBBERY,MIN_SEXCR,MAX_ASSAULT,MAX_AVG_MAX_DISP,MAX_BURGLARY,MAX_DRUG_CR,MAX_G_MSDMNR,MAX_MNSLGHTR,MAX_MSDMNR,MAX_MURDER,MAX_OTHFELCRIME,MAX_OTHPROPCR,MAX_ROBBERY,MAX_SEXCR,Total Population
509,2012,KITTITAS,2351,1678,7756,8632,20418,2453,1606,8603,8421,21082,0,0,0,0,0,0,0,0,0,13,381,0,264,586,303,1,20,31,0,0,1,0,0,3,2,2228,0,524,6,330,1338,3082,108,25,8,3,13,99,0,6,834,3,2,101,1069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,94,1,7.0,32,95,2,9,273,-99.0,-99.0,-99.0,231,88.0,11,4,26,0,0,2,23,0,1,67,0,3.5,3.2,1.8,2.6,0.0,0.0,3.0,3.8,0.0,9.0,0.0,26,0,5,15,41,10,9,8,1,0,9,15,8,2,63,1,33.7,47.7,28.1,18.6,102.0,0.0,22.6,30.6,142.4,175.0,12.0,0,0,0,11,0,0,58,2,1,22,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,5,1,0,2,21,0,21,0,1,7,0,2,55,0.0,15.0,0.0,59.0,6.714285714,0,3.0,0.0,0.0,69.5,0.0,7.5,0.0,19.7,0.0,132.5,6.714285714,0.0,3.0,0.0,0.0,85.25,0.0,7.5,41500
510,2013,KITTITAS,2439,1589,7631,8943,20604,2550,1498,8479,8770,21296,0,0,0,0,0,0,0,0,0,4,384,1,334,662,158,2,24,22,0,0,2,0,1,1,2,2134,0,520,10,193,1097,2847,110,33,0,0,0,0,0,0,0,0,0,0,0,2,220,1,44,47,52,0,2,7,0,738,0,2,0,5,0,0,0,2,135,1332,59,16,45,74,7,5.0,31,123,6,12,303,-99.0,-99.0,-99.0,235,99.0,10,9,34,0,0,5,25,0,0,84,1,3.5,3.7,3.9,2.5,0.0,0.0,3.7,5.2,0.0,0.0,3.0,35,0,52,14,49,16,0,10,0,0,5,24,0,1,56,0,57.8,38.7,0.0,19.3,0.0,0.0,40.2,34.4,0.0,20.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,9,9,0,0,1,35,0,0,0,0,0,0,2,21,103,1,1,0,2,0,2,2,0,1,0,24,0,10,0,0,2,1,4,42,0.0,22.9,5.0,0.0,5.4,0,15.0,0.0,0.0,22.5,252.0,94.75,0.0,27.0,5.0,0.0,5.4,0.0,15.0,0.0,0.0,22.5,336.0,117.5,41900
511,2014,KITTITAS,2419,1747,7526,8999,20692,2577,1620,8362,8849,21408,0,0,0,0,0,0,0,0,0,7,360,0,219,554,174,1,20,23,0,0,0,0,1,10,6,1839,1,525,4,218,1034,2582,131,37,0,0,0,0,0,0,0,0,0,0,0,4,196,0,11,42,53,0,6,8,0,706,0,0,0,1,2,1,1,7,145,1263,66,14,42,75,2,6.0,48,90,4,17,284,-99.0,-99.0,-99.0,229,92.0,13,4,26,0,0,15,28,0,1,87,0,3.8,2.9,4.3,2.6,0.0,0.0,3.2,2.3,0.0,6.0,0.0,26,0,58,16,42,4,2,14,0,2,2,23,3,2,52,0,16.4,33.7,58.0,15.9,0.0,108.0,27.5,31.0,80.7,62.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,2,7,0,0,1,40,0,0,0,0,0,0,0,27,101,0,0,0,4,0,1,4,0,1,0,15,0,9,0,0,2,0,0,27,0.0,14.9,105.0,0.0,15.66666667,0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,20.3,252.0,0.0,15.66666667,0.0,6.0,0.0,0.0,4.0,0.0,0.0,42100
512,2015,KITTITAS,2422,1800,7569,9106,20897,2593,1667,8438,9075,21773,0,0,0,0,0,0,0,0,0,4,343,0,204,520,214,2,12,33,0,0,0,0,0,5,6,1658,7,498,8,255,908,2411,117,28,0,0,0,0,0,0,0,0,0,0,0,0,195,0,17,37,95,1,5,12,0,618,0,0,0,0,2,0,6,4,117,1171,50,12,35,102,1,6.0,43,95,4,11,297,-99.0,-99.0,-99.0,229,87.44,10,0,48,0,0,14,43,1,2,118,0,5.9,3.1,0.0,3.0,0.0,0.0,2.4,2.7,9.0,2.7,0.0,36,1,80,22,59,11,5,19,1,0,4,18,3,7,68,0,61.7,43.2,69.8,43.4,34.0,0.0,25.0,24.7,28.0,60.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,6,8,0,0,0,23,0,0,0,0,0,0,0,9,74,2,0,0,3,1,0,4,1,0,0,23,0,13,0,0,4,0,2,43,105.0,25.2,0.0,0.0,6.769230769,0,8.375,0.0,0.0,175.75,0.0,5.0,252.0,35.3,0.0,0.0,6.769230769,0.0,8.375,0.0,0.0,247.5,0.0,5.0,42670
513,2016,KITTITAS,2505,1753,7683,9343,21283,2665,1638,8663,9460,22427,0,0,0,0,0,0,0,0,0,3,306,0,156,402,213,2,23,31,0,0,1,1,0,0,11,1540,0,470,7,260,947,2270,131,36,0,0,0,0,0,0,0,0,0,0,0,5,165,0,24,33,120,0,1,6,0,620,0,0,0,1,0,0,0,2,108,1164,64,15,35,103,1,5.0,36,79,2,20,281,-99.0,-99.0,-99.0,229,81.08,10,7,32,0,0,8,31,0,2,90,0,5.0,3.4,4.6,2.4,0.0,0.0,2.8,3.7,0.0,6.0,0.0,47,2,111,32,81,11,5,27,2,1,6,30,3,4,89,0,27.1,49.3,79.1,35.5,86.5,240.0,19.3,38.2,248.0,80.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,3,10,0,0,3,17,0,0,0,0,0,0,0,19,71,0,3,0,5,1,0,6,2,0,3,20,0,11,0,0,0,1,0,37,126.0,20.1,0.0,7.5,8.875,0,3.75,0.0,0.0,0.0,252.0,0.0,231.0,25.8,0.0,7.5,8.875,0.0,3.75,0.0,0.0,0.0,252.0,0.0,43710
536,2012,KLICKITAT,1373,709,2161,5929,10172,1391,833,2219,5985,10428,0,0,0,0,0,0,0,0,0,0,126,0,91,130,33,0,13,12,0,0,0,0,0,0,0,486,0,188,1,46,251,720,50,13,4,0,4,20,0,2,223,3,1,17,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,40,1,0.0,23,51,3,8,165,-99.0,-99.0,-99.0,49,33.0,8,1,11,0,0,11,21,0,1,53,0,3.7,2.9,2.0,2.7,0.0,0.0,2.9,2.5,0.0,8.0,0.0,9,2,2,8,19,6,5,0,1,0,0,6,0,2,20,0,31.0,32.5,41.6,0.0,18.0,0.0,0.0,21.5,0.0,54.0,0.0,2,0,0,1,0,0,29,0,0,6,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,6,1,5,0,12,0,6,0,1,11,0,1,37,105.0,60.0,189.0,0.0,7.5,0,0.5,0.0,0.0,31.75,0.0,728.0,252.0,87.9,285.25,0.0,7.5,0.0,0.5,0.0,0.0,68.5,0.0,728.0,20600
537,2013,KLICKITAT,1382,701,2144,6004,10232,1365,826,2203,6073,10468,0,0,0,0,0,0,0,0,0,0,143,0,107,106,22,0,15,6,0,0,0,0,1,0,0,466,0,207,4,36,234,709,57,14,0,0,0,0,0,0,0,0,0,0,0,0,57,0,10,5,12,0,1,0,0,194,0,0,0,0,0,0,0,8,45,355,20,3,39,35,2,5.0,28,72,8,8,197,-99.0,-99.0,-99.0,49,37.0,7,6,12,0,0,6,5,0,1,37,0,2.7,3.1,5.3,2.3,0.0,0.0,1.8,2.6,0.0,12.0,0.0,14,0,40,11,25,4,1,7,0,0,1,4,1,2,20,0,101.0,43.5,68.0,30.6,0.0,0.0,13.0,16.2,36.0,35.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,4,0,0,0,19,0,0,0,0,0,0,0,13,48,0,0,0,5,1,0,6,3,3,1,14,0,9,0,1,4,0,1,36,63.0,90.5,196.0,0.0,66.0,0,1.0,0.0,3.0,211.66666669999998,0.0,700.0,63.0,114.2,343.0,0.0,95.4,0.0,1.0,0.0,3.0,211.66666669999998,0.0,700.0,20700
538,2014,KLICKITAT,1380,702,2149,6085,10317,1351,829,2211,6143,10533,0,0,0,0,0,0,0,0,0,2,136,0,81,107,17,0,12,10,0,0,0,0,0,1,0,411,0,173,2,21,207,605,26,4,0,0,0,0,0,0,0,0,0,0,0,0,59,0,5,6,15,0,0,0,0,230,0,0,0,0,0,0,0,0,22,345,7,1,28,40,0,5.0,24,38,3,11,149,-99.0,-99.0,-99.0,49,47.0,11,3,5,0,0,7,24,0,0,50,0,4.9,3.3,3.7,2.3,0.0,0.0,1.9,3.1,0.0,0.0,0.0,14,1,47,8,23,6,2,3,2,1,0,3,2,1,20,0,21.6,76.0,18.0,23.3,144.0,228.0,0.0,22.3,60.0,582.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,1,2,0,0,0,41,0,0,0,0,0,0,3,17,77,1,0,1,2,0,0,3,4,5,2,9,0,9,0,0,11,0,1,41,31.75,21.3,15.0,98.5,9.25,0,6.75,0.0,0.0,30.0,0.0,0.0,68.5,31.5,15.0,98.5,9.25,0.0,6.75,0.0,0.0,54.5,0.0,0.0,20850
539,2015,KLICKITAT,1377,697,2109,6185,10368,1334,815,2191,6292,10632,0,0,0,0,0,0,0,0,0,7,158,0,120,128,25,0,5,13,0,0,1,0,0,0,0,548,0,202,2,40,286,790,30,15,0,0,0,0,0,0,0,0,0,0,0,1,51,0,7,8,6,0,1,2,0,274,0,0,0,0,0,0,0,0,32,396,14,0,31,31,0,6.0,19,38,1,16,142,-99.0,-99.0,-99.0,49,44.8,17,5,27,0,0,16,18,0,1,84,0,3.2,3.0,2.9,2.6,0.0,0.0,3.0,2.9,0.0,12.0,0.0,18,0,74,9,27,5,8,0,0,0,5,6,0,2,26,0,36.2,36.6,60.8,0.0,0.0,0.0,27.6,18.0,0.0,19.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,3,0,0,0,9,0,0,0,0,0,0,0,7,30,0,0,0,1,0,0,1,1,2,2,25,0,17,0,1,3,0,1,52,30.0,12.4,17.5,6.5,10.875,0,7.5,0.0,20.0,14.33333333,0.0,105.0,30.0,15.2,17.5,6.5,10.875,0.0,7.5,0.0,20.0,14.33333333,0.0,252.0,21000
540,2016,KLICKITAT,1379,695,2070,6328,10472,1343,799,2179,6478,10798,0,0,0,0,0,0,0,0,0,0,159,0,66,73,22,0,2,16,0,0,0,0,2,1,1,337,0,221,2,34,194,592,43,11,0,0,0,0,0,0,0,0,0,0,0,0,58,0,3,7,11,0,1,5,0,271,0,2,0,0,1,0,0,0,24,402,18,1,16,24,1,3.0,22,47,0,14,127,-99.0,-99.0,-99.0,49,44.7,17,3,21,0,0,11,23,0,1,76,0,3.6,2.7,3.5,1.9,0.0,0.0,1.8,2.6,0.0,12.0,0.0,22,2,159,9,33,3,4,8,0,0,5,9,1,5,35,0,19.3,44.9,56.8,21.5,0.0,0.0,29.0,43.1,15.0,113.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,14,0,0,0,0,0,0,0,6,26,0,0,0,2,0,1,2,2,1,0,14,0,9,0,0,9,0,0,35,5.5,36.8,105.0,0.0,77.5,0,2.5,0.0,0.0,7.2,0.0,0.0,5.5,41.0,252.0,0.0,77.5,0.0,2.5,0.0,0.0,7.2,0.0,0.0,21270
563,2012,LEWIS,5379,2911,9382,20434,38107,5676,3079,9980,19458,38193,0,0,0,0,0,0,0,0,0,12,851,0,555,638,665,2,37,84,0,0,4,0,3,10,7,2980,1,1178,23,723,1713,4881,226,50,48,3,63,263,3,12,1401,9,15,204,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,315,4,6.0,117,207,14,42,807,-99.0,-99.0,-99.0,356,184.0,49,18,159,0,0,49,82,1,7,365,0,4.1,2.6,2.5,1.7,0.0,0.0,3.4,2.5,3.0,5.0,0.0,117,6,386,97,220,43,13,95,1,2,27,34,5,21,244,3,48.9,36.6,42.7,24.6,63.0,262.0,27.9,22.8,65.0,65.6,41.3,3,0,11,28,0,4,145,1,1,38,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,5,28,13,3,8,73,0,33,0,2,19,0,1,152,162.0,73.9,105.0,17.0,82.61904762,0,22.38461538,0.0,25.0,97.63636364,0.0,0.0,180.375,80.4,252.0,17.0,82.61904762,0.0,22.38461538,0.0,25.0,114.18181820000001,0.0,0.0,76300
564,2013,LEWIS,5375,2891,9319,20506,38091,5648,3004,9943,19516,38109,0,0,0,0,0,0,0,0,0,14,814,0,480,438,394,1,47,66,0,0,17,0,1,6,3,2533,1,1127,23,441,1530,4101,223,43,0,0,0,0,0,0,0,0,0,0,0,2,519,0,91,67,229,1,19,21,0,1121,0,15,0,1,1,2,0,13,336,2574,113,23,117,259,3,14.0,108,270,14,49,834,-99.0,-99.0,-99.0,356,210.0,48,13,114,0,0,39,79,4,4,302,1,5.0,2.7,3.1,1.8,0.0,0.0,3.2,2.0,6.6,6.4,5.8,104,4,684,119,227,44,13,73,0,3,25,55,3,15,234,3,44.2,41.9,40.2,23.0,0.0,390.0,25.7,26.5,84.0,137.4,27.0,0,0,0,0,0,0,0,0,0,0,0,4,95,6,24,26,0,0,4,57,0,0,0,0,0,0,1,38,256,1,0,2,10,4,2,16,11,0,6,53,0,33,0,1,15,0,13,132,351.5,112.3,0.0,414.5,32.0,0,44.18181818,0.0,10.0,39.75,0.0,362.6666667,383.0,117.0,0.0,414.5,32.0,0.0,44.18181818,0.0,10.0,58.125,0.0,362.6666667,76200
565,2014,LEWIS,5359,2813,9373,20572,38116,5669,2921,9989,19606,38184,0,0,0,0,0,0,0,0,0,13,777,0,486,541,376,4,62,83,0,0,19,0,1,4,7,2836,1,1097,25,423,1705,4356,213,39,0,0,0,0,0,0,0,0,0,0,0,7,456,0,95,49,201,2,13,34,0,1220,0,12,0,4,1,4,0,15,455,2650,64,18,104,226,3,10.0,90,223,10,46,712,-99.0,-99.0,-99.0,356,205.0,50,16,130,0,0,35,97,0,1,329,0,4.0,2.8,4.8,2.5,0.0,0.0,2.9,2.2,0.0,2.0,0.0,90,2,768,125,217,45,17,63,1,2,28,50,1,13,220,0,25.0,41.5,29.1,30.3,240.0,754.5,31.9,32.4,31.0,100.5,0.0,0,0,0,0,0,0,0,0,0,0,0,2,77,10,14,26,0,0,11,33,0,0,0,0,1,0,0,49,224,0,1,0,13,1,5,14,6,7,1,59,0,25,0,3,22,0,3,126,37.6,18.8,16.33333333,30.0,16.19047619,0,11.78571429,0.0,13.0,30.36363636,0.0,15.0,67.0,20.2,16.33333333,30.0,16.19047619,0.0,11.78571429,0.0,13.0,30.36363636,0.0,15.0,76300
566,2015,LEWIS,5332,2793,9355,20741,38222,5642,2923,9973,19900,38438,0,0,0,0,0,0,0,0,0,8,729,0,437,682,323,1,44,70,0,0,6,0,1,5,5,2881,1,1034,34,350,1675,4265,223,21,0,0,0,0,0,0,0,0,0,0,0,0,430,0,93,73,172,1,10,24,0,1209,0,6,0,0,1,3,1,22,352,2487,80,10,88,227,1,17.0,88,194,27,44,686,-99.0,-99.0,-99.0,345,179.0,56,20,99,0,0,39,76,2,5,297,0,3.9,2.8,2.4,2.1,0.0,0.0,3.4,2.6,6.8,4.0,0.0,88,0,648,101,189,31,13,56,0,2,24,49,5,16,196,0,30.1,41.3,34.7,30.7,0.0,227.1,27.9,34.7,30.0,126.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,80,10,20,27,0,0,8,78,1,0,0,1,0,0,3,46,278,3,1,0,8,4,10,12,15,0,6,70,0,39,0,0,13,0,9,152,176.8,54.0,0.0,33.4,25.73684211,0,10.0,0.0,0.0,49.6,0.0,280.5,242.6,61.7,0.0,62.8,25.73684211,0.0,10.0,0.0,0.0,49.6,0.0,280.5,76660
567,2016,LEWIS,5352,2788,9304,20837,38281,5649,2922,9936,20103,38609,0,0,0,0,0,0,0,0,0,10,721,0,441,690,315,1,77,59,0,0,8,0,1,7,16,3222,0,1005,28,365,1975,4592,209,34,0,0,0,0,0,0,0,0,0,0,0,1,452,0,88,74,199,0,20,24,0,1372,0,10,0,1,3,4,0,20,409,2795,105,13,101,271,1,18.0,104,165,17,48,725,-99.0,-99.0,-99.0,356,212.0,41,13,126,0,0,39,77,1,2,299,0,4.1,3.2,3.7,2.9,0.0,0.0,2.9,3.0,6.0,12.0,0.0,106,2,709,109,217,40,9,67,2,2,29,48,6,20,223,0,44.3,42.9,30.7,27.4,416.0,188.0,31.7,33.8,73.2,74.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,84,7,14,23,0,0,3,46,1,0,0,3,6,0,1,55,245,0,2,0,11,3,2,14,12,5,2,49,0,29,0,0,8,0,2,107,129.0,47.9,40.8,192.5,29.86666667,0,20.3,0.0,0.0,25.71428571,0.0,364.0,165.75,54.7,70.2,266.0,29.86666667,0.0,20.3,0.0,0.0,25.71428571,0.0,364.0,76890
590,2012,LINCOLN,723,426,1019,3174,5340,742,437,1038,3120,5335,0,0,0,0,0,0,0,0,0,2,86,0,59,68,56,0,1,6,0,0,0,0,0,1,0,284,0,97,0,61,154,442,4,5,3,0,12,13,0,3,88,0,0,13,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,0,10.0,11,27,0,3,67,-99.0,-99.0,-99.0,16,17.0,4,3,3,0,0,0,3,0,2,16,1,3.3,4.4,1.5,8.0,0.0,0.0,0.0,4.3,0.0,6.4,3.0,1,0,113,3,4,1,2,1,0,0,0,0,0,2,6,0,19.0,43.0,49.5,20.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,2,0,5,1,0,0,21,0,0,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,1,0,3,0,0,1,0,1,6,0.0,29.8,0.0,0.0,15.0,0,9.666666667000001,0.0,0.0,30.0,0.0,105.0,0.0,54.3,0.0,0.0,15.0,0.0,9.666666667000001,0.0,0.0,30.0,0.0,252.0,10675
591,2013,LINCOLN,712,433,1025,3176,5346,723,422,1057,3126,5329,0,0,0,0,0,0,0,0,0,1,61,0,52,50,36,0,0,8,0,0,1,0,0,0,0,218,0,72,0,44,115,334,2,8,0,0,0,0,0,0,0,0,0,0,0,0,40,0,14,7,14,0,0,1,0,84,0,2,0,0,0,0,0,0,15,187,2,8,11,10,0,5.0,15,29,0,4,74,-99.0,-99.0,-99.0,16,16.0,4,3,3,0,0,3,5,0,0,18,0,4.0,4.1,1.8,6.0,0.0,0.0,5.8,3.4,0.0,0.0,0.0,3,3,439,8,14,0,4,1,0,0,0,2,0,1,8,0,0.0,33.9,35.0,12.0,0.0,0.0,0.0,25.4,0.0,68.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,2,3,0,0,1,23,0,0,0,0,0,0,0,5,47,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,3,0.0,41.7,10.0,0.0,0.0,0,0.0,0.0,0.0,10.0,0.0,105.0,0.0,90.7,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,252.0,10675
592,2014,LINCOLN,702,433,1028,3185,5348,725,423,1061,3143,5352,0,0,0,0,0,0,0,0,0,0,74,0,53,40,36,0,0,13,0,0,1,0,0,2,2,220,0,90,1,46,126,356,0,8,0,0,0,0,0,0,0,0,0,0,0,0,41,0,13,13,5,0,0,2,0,78,0,0,0,0,1,0,0,0,32,191,0,6,4,6,0,4.0,13,37,1,4,69,-99.0,-99.0,-99.0,25,23.0,5,7,2,0,0,2,3,0,0,19,0,2.0,1.7,1.6,0.4,0.0,0.0,2.5,1.5,0.0,0.0,0.0,5,3,537,11,19,0,3,0,0,0,4,4,0,0,11,0,0.0,29.4,42.0,0.0,0.0,0.0,33.5,15.8,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,2,0,0,1,8,0,0,0,0,0,0,0,4,28,0,1,0,0,0,0,0,0,1,0,5,0,0,0,0,1,0,0,7,0.0,18.5,10.0,0.0,20.25,0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,18.5,10.0,0.0,20.25,0.0,0.0,0.0,0.0,18.0,0.0,0.0,10700
593,2015,LINCOLN,677,425,1042,3206,5350,715,416,1077,3162,5370,0,0,0,0,0,0,0,0,0,1,82,1,39,41,36,0,0,7,0,0,1,0,0,0,0,221,0,93,2,47,137,361,3,11,0,0,0,0,0,0,0,0,0,0,0,0,59,0,7,12,9,0,0,0,0,83,0,0,0,0,0,0,0,1,18,200,2,9,17,14,0,0.0,15,34,1,1,82,-99.0,-99.0,-99.0,25,24.0,4,2,3,0,0,1,17,0,0,27,0,2.0,2.2,2.5,3.6,0.0,0.0,0.1,2.0,0.0,0.0,0.0,1,11,718,9,21,3,2,0,0,0,0,4,0,1,10,0,42.7,43.1,49.0,0.0,0.0,0.0,0.0,34.5,0.0,67.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,2,0,0,1,16,1,0,0,0,0,0,0,3,34,0,4,0,1,0,0,1,2,0,0,2,0,0,0,0,1,0,1,6,196.5,81.0,0.0,0.0,26.5,0,0.0,0.0,0.0,10.0,0.0,30.0,245.5,97.3,0.0,0.0,26.5,0.0,0.0,0.0,0.0,10.0,0.0,30.0,10720
594,2016,LINCOLN,686,419,997,3211,5313,712,407,1022,3185,5327,0,0,0,0,0,0,0,0,0,2,81,0,59,38,34,0,0,5,0,0,0,0,0,2,0,231,0,91,2,42,130,364,3,8,0,0,0,0,0,0,0,0,0,0,0,0,63,0,21,8,26,0,0,1,0,91,0,0,0,0,1,0,0,3,37,261,1,9,7,23,0,2.0,12,51,1,2,98,-99.0,-99.0,-99.0,24,29.0,6,3,4,0,0,5,10,0,0,28,0,3.0,2.3,1.4,2.5,0.0,0.0,2.5,1.9,0.0,0.0,0.0,3,6,431,9,18,2,1,1,0,0,2,6,0,0,12,0,21.5,28.1,25.0,12.0,0.0,0.0,48.8,26.6,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1,7,0,0,0,2,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,30.0,0.0,0.0,30.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10640
